"","id","name","tweet","sent"
"2005",2050,"solerocket","Ну вчера конечно поржали над си в камеди, ""почему ты на blackstar?"" ""Потому что я блэк бич""))))и мот в аспирантуне","1"
"2006",2051,"KatyushenkaK","@TheBorozdin_L @ritikritikk ну да. мечтать не вредно) знаем)","1"
"2007",2052,"Schizophrenic_K","@Devyschka009 Не Грусти! Вот Тебе Гарри) http://t.co/27zA9SBMeO","1"
"2008",2053,"chefandr","Места, которые я бы хотел посетить:
Рио-де-Жанейро
Африка
Китай
Индия
Северный полюс
Афганистан
Париж,Лондон,Венеция - для слабаков:)","1"
"2009",2054,"KetiAlen","получила все зачетики автоматом :)
И сама у всех их принимала.
Да, учителем быть сложно","1"
"2010",2055,"cspofford","@21MMR21, Вот мужики совершенно не способные, все за них нужно делать. И как же бы они без нас жили... :)","1"
"2011",2056,"Lifepain_","А так то день хароший))
Задовбала кота,ахаха. 
Тайкі в лице тортом дала))))
День впринципі хароший))","1"
"2012",2057,"abasov_timur","@iPanamych да я доволен своей. Но хотелось дешевле. Была бы морда меньше, за 1к бы со сферическими линзами взял)","1"
"2013",2058,"AidaHarington","RT @tatomegerufy: нет ничего лучше, чем помыть голову после выпускной прически :D","1"
"2014",2059,"CrazyPatMofos","@ohmyfuckinjonas я чувствую вашу братско сестринскую любовь:D","1"
"2015",2060,"AnuSchepel","Хочу лето только ради того, что бы направить ногти ярким лаком :)","1"
"2016",2061,"AnutkaOfficial","Сделала открытку на ДР дяде. Я довольна своим творчеством :)","1"
"2017",2062,"ElizTzar","Кто пример для подражания? — Катика:)) http://t.co/yN3a3VsTaf","1"
"2018",2063,"anny_nazarik","RT @IIYAXX: @anny_nazarik я тебя поздравила. а ты не заметила) 87 баллов по рт, ""могёшь"" просто. умница!","1"
"2019",2064,"39gravity","на кой чёрт меня фолловит столько иностранцев? зачем я им вообще?
*нет, Браш, тебя это не касается ^_^ *","1"
"2020",2065,"mariseqajuxa","Что вы бред несёте?) не хочу конечно никого разочаровывать, но всем срать на список ваших д","1"
"2021",2066,"Tanyuchkin","Оленьи и собачьи упряжки в Лапландии http://t.co/xPDE2hLZgT моя новая статья в тур блоге))","1"
"2022",2067,"Byrdosha","@Harry_StyIels ну, по тупой причине, я пообщалась с подругой :D
ахах, это странно но моё хорошее настроение вернулось)","1"
"2023",2068,"mibeqodyxeji","RT @hehewadyhaw: ...и все такие замечательные)))...аж подташнивает... .","1"
"2024",2069,"AbramenckovaN","@ViktoriaReyter хз ваще, просто мы запоминающиеся))","1"
"2025",2070,"CarolHi78109130","RT @AidaHarington: у спрятала,а свои стала менять.Захожу,а она голову измеряет) Я ржу...Она:-Я чуть с ума не","1"
"2026",2071,"russian_marysia","RT @Dashinkaa: Я хорошая девочкааа. Юхууу. А теперь,Санта, подари мне мальчика:DD http://t.co/d7ApbLqN3b","1"
"2027",2072,"KrinClay","Двигаем на открытый #versus. @Mariamashkaa, не забудь вечером трек залить :)","1"
"2028",2073,"DamikDk","Написал киткату, пробили у курьеров информацию, планируют нексус привезти в понедельник. Ничего себе новости :)","1"
"2029",2074,"vika_cocaine","мы любим пары)))элита))святая троица)) http://t.co/J1y6OcUtBk","1"
"2030",2075,"hahalantonova25","@Kari0Kari @Tancha98 блин,то есть тоже неееееееее Nesquik)","1"
"2031",2076,"dmitriyshmelev","@ktullanux Ага, так и говрил: Нахуй она нужна? Ради дырки чтоль её терпеть? :)))))","1"
"2032",2077,"raebalri","RT @seablueneva: я уже поздравила Минни :D Интеры завидуйте молча в уголочке...","1"
"2033",2078,"sesocubefe","поверь мне) я не купил айфон и ничуть не проиграл от этого","1"
"2034",2079,"chlenschmidta","@TEA_TO_LAMBERT теперь хочу фоточку:D
давно было?:з","1"
"2035",2080,"fedyushiNaa","Сегодня был веселый английский, мы веселились как могли:)","1"
"2036",2081,"elen_rev","@__Innuendo_ Здравствуй, О`Хара :D Ну как, все два тома прочитала?)","1"
"2037",2082,"01_chernysheva","Какой будет эта зима? — Самая лучшая) http://t.co/rkdb7C3pjs","1"
"2038",2083,"MooreAlina","Стою,наблюдаю как мальчик упал в снег и начал его есть, почему то мне кажется это очень забавным)","1"
"2039",2084,"KatyaMomruk","Все таки мрії збуваються!!Ружена хотіла постояти в клині і постояла!)))))","1"
"2040",2085,"fed4ev","Написав мені адвокат Кофі Міллс есквайр. Каже, маю отримати 7.380000$ спадку #успєх?))","1"
"2041",2086,"Mixasha","@tanusja2000 Нит ,ты врешь...Не хочешь говорить-не надо)","1"
"2042",2087,"liza13071999","Так хочется какие то сопли сюда написать...но нет ахах я говорила что не буду:***","1"
"2043",2088,"SaninaMasha","Нашла старые фотки... прослезилась
Адреналин:** ЛЮБЛЮ ВАС:* http://t.co/bqwmkgckgG","1"
"2044",2089,"La_la_live","Универчик нарядили к Новому году) +1 к карме ректора)))","1"
"2045",2090,"crazy__clever","Один идиот сказал,что я секси пекси:)
Ха-ха-ха!:)Я долго смеялась!","1"
"2046",2091,"carry____on","@Johnny__Ramone да, и самой не трудно. Если что - спрашивай, я помогу.
Я 3 курс)","1"
"2047",2093,"UkrainianLife","@Veb_Ledi да ничего страшного-бывает) Я тож -работала, потом заглянула в тви-а тут поэма от тебя))) Вначале вообще думала реально диверсия)","1"
"2048",2094,"TurtleIren","@Veb_Ledi да ничего страшного-бывает) Я тож -работала, потом заглянула в тви-а тут поэма от тебя))) Вначале вообще думала реально диверсия)","1"
"2049",2095,"angelina_ehs","Физичка разозлилась, и решила первый раз задать пересказ за все годы :D","1"
"2050",2096,"sobakalyubimaya","АХАХА. Пол урока географии с Сюзанной дико ржали:-)","1"
"2051",2097,"Ivanovna_99","такой прекрасный день, прям нарадоваться не могу :))","1"
"2052",2098,"netopur","@Leontskh Конечно:-) Желаю вам побыстрее пройти тот путь который прошел я.Разберетесь сами. :-)","1"
"2053",2099,"TatianaSushenko","@foxnastya97 с тобой ахуенно смотреть ужааастииикииии=)):3","1"
"2054",2100,"nutkavolodina","@niechunaieval и подарить что-нибудь) что бы помнила нас)","1"
"2055",2101,"adadadybi","я еще и во дворе в футбол погонял %) чувствую, завтра не встану :)","1"
"2056",2102,"Chik_LS","Честно вообще не понимаю зачем сюда приехали!)  поиграли в игру одну крутую и похавали норм))","1"
"2057",2103,"MariaRU_","@valeraa_valera да так.. все больше по вокзалам шныряю))) ахахаа","1"
"2058",2104,"accident_rb","Фубляя) RT @ZhuravlevPavel: Луческу сделают тренером сборной через Попеску","1"
"2059",2105,"HapuMaHH0055","@Milkaaaaa_Zem27 Привеет! Отлично, супер, в компе! АХАХА а ти? ;)","1"
"2060",2106,"wmk2u","RT @djoshua7: :)) - ""Идите вы все на***!"" - мнение о Евромайдане киевлянки, живущей в центре #евромайдан","1"
"2061",2107,"Alpha_Aql","@anngeta а группы какие? может у меня тоже плакаты завалялись)","1"
"2062",2108,"Me_Nastya5","Съездила с родителями в магазин)Как же я это люблю^^Покупочки)","1"
"2063",2109,"ann_accro","@Belieber_Ann1 а ты мой =*
самый упоротый любимый твиттерский :D","1"
"2064",2110,"an_li96","@sugarasian ты серьезно?) это же просто шикарный фильм","1"
"2065",2111,"malkosh_yana","Всё-таки любить приятно, а если ещё взаимно:33Время покажет:)","1"
"2066",2112,"Sashkooou","Колледж просто в 1000000 раз лучше школы!!!! :Р завидуйте мне :)","1"
"2067",2113,"prostolka",""" Твои кошки так успокаивают меня... или это шампанское?.."")","1"
"2068",2114,"herifaqawu","А может Медведев Рыкова ретвитнул не как президент, а как частно лицо. ;)","1"
"2069",2115,"tatyanushkaavde","Спасибо , вам всем моим любимым ) ну кроме Вани Антона и ВАни .","1"
"2070",2116,"Vall_Schmidt","@chlenschmidta авввв:D та, ты молодец: а молодцы… :DD","1"
"2071",2117,"Nora_Kovl","@MudrovaKristina ну у нас общие знакомые с тобой от туда)) вероника))","1"
"2072",2118,"belkina_deltt","ну вот с одной стороны круто чт ты читаешь мой твт А.П, но юбка у меня нормаааальная!ок?мне смешно даже от этой ситуации:D","1"
"2073",2119,"Gavrosh7","@anskaya_e ну почему не узнаю?! Я так тронута!) взаимно:***","1"
"2074",2120,"RegoRegina","В моей болезни есть лишь один плюс-я сейчас не уроки делаю,а любимый ""Титаник""смотрю!)","1"
"2075",2121,"buldakova9728","Если девушка ведет себя, как ребенок, значит, она счастлива. :))","1"
"2076",2122,"hahalantonova25","я уже задолбалась вас ретвитить и в избранное добавлять)","1"
"2077",2123,"1999Zharkova","Лера сумку соберет , потом ко мне  , ну а потом уже гулять :)","1"
"2078",2124,"qawefukalyf","Мой первый экзамен в новом универе сдан на Отлично! :)","1"
"2079",2125,"nuta9999","@Ps99Ash да не бойся, она если что всё исправит, тебе скажет что нить и всё) а ты просто забудь всё и иди) аахахахтак что)","1"
"2080",2126,"minjin_a","ну в общем вы поняли, что я написала ""девочкой"" :DD","1"
"2081",2127,"AnzhelaHruckaya","RT @berdnikova123: @anzhelahruckaya так география,общество,химия :)","1"
"2082",2128,"marusynka","RT @Roz_And: Вам привет из Ленинграда :) #євромайдан #евромайдан #Україна #Россия http://t.co/mRkeXowMTI","1"
"2083",2129,"e_sivanova","@den_lsko смс-сообщение... Short Message Servise с англ. дословно -
""Сервис коротких сообщений""...;)))))))","1"
"2084",2130,"viduhapiwuvegu","Подтирая жопу осторожным будь!Жосткая бумага к травматизму путь:) ","1"
"2085",2131,"Tyurinovich","@Leosnowy Кстати я помню ты еще ТОГДА мне продвигал самсунг)))) начал с плееров. Но кстати с тех пор я пользуюсь билайном)","1"
"2086",2132,"kurdobadze","Вся правда о налогах в РФ ))) http://t.co/fgM1liybp7","1"
"2087",2133,"_hui_tam_pel","@KateBarbaro Так что как все будет готово-напишууу))Устроим европейскую поездочку))","1"
"2088",2134,"dkadomtsev","@_Simple_Smile_ люблю чизкейки, задерживаю дыхание на 3 минуты :)","1"
"2089",2135,"_Sdohnovenie_","Хаха ну конечно как ехать по магазинам и не угарать на всю маршрутку,это тогда мы не мы будем)","1"
"2090",2136,"Angie_Enzorry","@svaluev @Shk_Evgeniy @Rudeti @aaaidar не совсем!) страховала в своей, но я тогда еще там не работала!","1"
"2091",2137,"stnataaa","Обычно у меня правило 3 звонков) не ответили - обида ахахха логика збс","1"
"2092",2138,"kisssss_mrrr","@sitovvadim с прошедшим,Вадим:)Всего самого крутого)Будь счастлив!","1"
"2093",2139,"NERLEV","@adept67 @Sivaia_Kobyla Только ордерочек на чуланчик выпиши! Век благодарен буду! ))))","1"
"2094",2140,"ovxyplatap","Судя по информации на странице Павла Дурова можно сделать вывод: Николай Дуров не признает своего брата:-D ","1"
"2095",2141,"AngelaArutyunya","Мы развлекались, как могли хд))) http://t.co/AyYbD3cgL9","1"
"2096",2142,"PBarteneva","RT @chlenschmidta: @PBarteneva ага,а потом серии будем доооооооооооооооооооооооолго выпускать:D и будем зло смеяться:D","1"
"2097",2143,"DariaQlagina","@Qlagina надо номер попробовать восстановить - куда проще)","1"
"2098",2144,"tanya_ololo","@dostoevskoff шикарно же)
с нами занимаются стилист и визажист. намного полезнее, чем матан или что-то еще)","1"
"2099",2145,"valertes","RT @EvgAleksandrov: Вот. Люди уже ̶с̶н̶е̶г̶о̶в̶и̶к̶о̶в̶  тигров лепят, а у нас цветочки цветут)) http://t.co/KlUpUGxsk7","1"
"2100",2146,"ritarusak","приехали, поржали, пожрали, уехали:) всё описание сегодняшнего дня)","1"
"2101",2147,"cijiwycemydy","RT @fifowybiqeq: Пиво со сметаной - новое средство набрать килограммы))","1"
"2102",2148,"OlyaRokovaya","школа, такая школа:) #НовогоднееНастроение http://t.co/nQ3JKEHH7D","1"
"2103",2149,"SaninaMasha","Нашла старые фотки... прослезилась
Адреналин:** ЛЮБЛЮ ВАС:* ♥♥♥♥ http://t.co/7gDogoRmsi","1"
"2104",2150,"Popcorn_tw","Поменяла пленочку и за полтора года впервые увидела себя в отражении экрана)))))","1"
"2105",2151,"lizashikhina","@AntaBan Ты хочешь полетать?!Ты думаешь тебе всё возможно?!!:DDDDDD","1"
"2106",2152,"boo_styless","RT @Flawlesscyrrus: ""Лиам Хемсворт  теперь уговаривает бывшую невесту вернуться к нему""
Я ж говорила,что ты будешь умолять ее вернуться ::))","1"
"2107",2153,"H0L0DNY","Люди звонят с утра, на радио крутят треки из моей золотой коллекции - всё как бы намекает:) #пятница #устройдестрой","1"
"2108",2154,"memberofnature","@podakuni он и раньше во время гонок этим иногда занимался, когда с трассы вылетал = )))","1"
"2109",2155,"Cvetocek63","На работе уже дали новогодние подарочки, прияяяятно :)#скороновыйгод","1"
"2110",2156,"_Farsash","Я люблю свою кошку. Когдa я делaю рукой кaк Дaрт Вейдер, онa мне подыгрывaет :D","1"
"2111",2157,"NoorySan","Няшно)) Моя Анна с котёнком)) http://t.co/wbalylBIzf","1"
"2112",2158,"Shaman_Eugene","@ArchieTrueman @HipaMarat @Great_Lida @August_radio не палите контору!))) мне еще ёлки работать))))","1"
"2113",2159,"_hui_tam_pel","@KateBarbaro ты в январе будешь в Питере?Можно там между экзаменами пересечься)","1"
"2114",2160,"VISKI_V_VISKI","RT @nadnad1807: @VISKI_V_VISKI лошарик в полете) http://t.co/R1FksZg1lk","1"
"2115",2161,"NikulyaLeshok","сбылась мечта идиота:))хаха
УРА СНЕГ, МОЖНО ДАШУ ЗАКИДАТЬ ИМ:)АХАХ","1"
"2116",2162,"Mr__Nobody__","RT @CTEPBA_C_MAPCA: Реакция на SMS/отзыв/отклик
Обычных людей
-Как здорово!! Я еще кому то интересен:** ^^ ;З
Моя:
-ОМГ, что там?! За что?!…","1"
"2117",2163,"myrakocibib","узрел симпатичную игрушку   , собираю из транка однострочником из комманд 10и через &amp;amp;&amp;amp;, интересно запустицо ли:)","1"
"2118",2164,"anny_nazarik","походу следующий раз я тоже не говорю результаты РТ)))","1"
"2119",2165,"ElenaRatushnaya","@gaelle_kor На сайте ""Первого канала"" можно посмотреть!)))","1"
"2120",2166,"Shaman_Eugene","@Great_Lida @ArchieTrueman @HipaMarat @August_radio чуть больше)))","1"
"2121",2167,"StickyDaemon","@fosgenij @ping_f вот оно что))) ну я такое в школьные годы только слушал, а не пел на память","1"
"2122",2168,"17BLACK_HS","@veronika_Warm @tuyara_oshea зато я тебе куплю)))правда,с тобой уже сложнее)ахахах надо голову поломать,чем тебя порадовать)","1"
"2123",2169,"qycupemuhibu","ну вот надо ж так, начал про шрифты, заканчивается срачем про убунту и сусе :)","1"
"2124",2170,"darya_vays","RT @Yulia_Moskalenk: вот теперь я почувствовала зиму, СНЕЖОК)","1"
"2125",2171,"aleeytakagato","@bastaakanoggano Спасибо за ретвит. Посмотрим кто еще к нам подтянется) #SNAG","1"
"2126",2172,"AkselKrim","Какой будет эта зима? — Не забываемой) http://t.co/heJ1cfYSMi","1"
"2127",2173,"anyakrok","@Sidorova1D @dash_goodday прекрасно, что делаешь??)","1"
"2128",2174,"Valeri_Limova","Q: Синее глаза!!)
Вспоминаю, умираю:*  A: http://t.co/MM0wfH2tVU","1"
"2129",2175,"m83sp","RT @russian_ultras: Пятница, братва!) http://t.co/A0zlLlrw1o","1"
"2130",2176,"abozhin","@MikkeyAlias сколько помню новости, Элоп только и занимался сокращениями :-)","1"
"2131",2177,"MarinaTulopaeva","Дома так темно:)
Страшно мне одной летать в темноте ","1"
"2132",2178,"VladlenaMonasty","Уже несколько раз снилось, что либо на вписке, либо дуем с @kravz1 хах. Мозг говна не пожелает :D","1"
"2133",2179,"Musjamr","Как приятно в такую погоду сидеть в тепле,хоть и на работе!) http://t.co/JEYwy7sJFF","1"
"2134",2180,"tugiqanatuky","ну да, положить случайно телефон в холодильник и забыть про него, это вот по-моему :D","1"
"2135",2181,"100Helsov","RT @Insecteced: Буклеты #лабмедиа на конференции #OEB13 расхватались за 10 минут! На следующий год надо вложить в раздатку)","1"
"2136",2182,"__Pisatel__","Мой вчерашний вывод: Дежурить в младшей раздевалке намного круче, чем во взрослой! :)","1"
"2137",2183,"Andrian87512854","костюм отпарила,ужиис,какой он большой #драйв поймет :-D","1"
"2138",2184,"KatyaTitok","Стырила у  одноклассника пиджак! Бомж-стайл:D http://t.co/eHWFjOU2pJ","1"
"2139",2185,"leps_nastya","@ivan_herger @NikanMc_ он сказал что сфоткается,только не его)","1"
"2140",2186,"PievaEkaterina","RT @louddin: Женская сборная просто красавицы!!! И шутки, и внешне, просто космические))) особенно в красном платье))","1"
"2141",2187,"Veronika_Energy","Новый год отмечаем с классом в клубе ""Экватор"". Думаю, будет очень даже веселоо;)","1"
"2142",2188,"zinetc00","RT @KatLaletina: Чтобы терпеть мой характер,надо любить меня)))***иначе тяжело со мной..","1"
"2143",2189,"Tema_23","Сёдня жeрeбьёвka на ЧМ-2014.Хоть бы России шлak в группe достался)","1"
"2144",2190,"Vikky_vik","RT @StasVeselin: Каждый год эти трансляции задают мне новогоднее настроение) обожаю #биатлон http://t.co/TYBhRFrlFN","1"
"2145",2191,"chefandr","Места, которые я бы хотел посетить:
Рио-де-Жанейро
, Китай, Индия, северный полюс, Афганистан. а Париж, Лондон, Венеция - для слабаков:)","1"
"2146",2192,"lizavetss","@AnastasiaStusha Кину тебе фотки, а ты сама делай, что хочешь:D","1"
"2147",2193,"Oksana_redhead","#brest_by может у кого-то есть знакомые или околознакомые:) на руководящих должностях в брестских казино? для материала надо, хэлп","1"
"2148",2194,"PKungur","Давайте устроим лучше какой-нибудь конкурс)) с подарочками там какими-нибудь:3 нг же скоро)","1"
"2149",2195,"Doctor___WHORE","@LittleVantie ахаха, ну ладно.)
Гуашь - это круто
Акварель - не для меня:с","1"
"2150",2196,"LenKroch","@ma_singer @Milky_Wave Умеешь. Но у тебя терпения не хватит вот так лизать 24 часа в сутки. А они запросто. :)","1"
"2151",2197,"DariaVikulina","Душевная встреча как продолжение великолепного утра и предвестница веселого вечера,спасибо:)
Всем пятницы, друзья!!!","1"
"2152",2198,"_Piratik_","Аааа,скоро моя хорошая приедет))
Как же я соскучилась по ней","1"
"2153",2199,"ksenia5667","У брата уже новогоднее настроение,с пистолетом:* http://t.co/OtBJtBpzyE","1"
"2154",2200,"Fluttershy_A","@EmptySpace999 та я там вообще как в музее тояла х)))","1"
"2155",2201,"ann_accro","@Belieber_Ann1 ахаххахха
можно и через весь класс :D","1"
"2156",2202,"Icy_Lim","RT @lightaster: Когда я знать не знала Сюзи, все по ней с ума сходили. Стоило мне залипнуть на miss a, все хором ее гнобят
идите к черту:"")","1"
"2157",2203,"JStrekalovskaya","RT @PKuleshova: А все начиналось с не очень доброго утра:)) День прошел ништяк:))","1"
"2158",2204,"Ivan_Potehin","Полезные советы..вот НЕЗНАЛ ПРО ОКНА,чесно слово!) http://t.co/zvbJYOQ1CC","1"
"2159",2205,"Love_Tommy_Joe","@CuckooJaredWay ААА,НУ ТОГДА ПОНЯТНОЕ ДЕЛО :D АХАХ,ДА,ПОДРУГА,КАНЕШ :D","1"
"2160",2206,"1skyisthelimit","@AytalinaP :)ты ведь еще можешь. Помнишь Таню из 1 отряда? Ей ведь 17 было лет на тот момент... вот я на самом деле уже стара для ""Булууса""","1"
"2161",2207,"lesy_smile","@juust_asya когда ты узнаешь зачем, то даже голой приедешь:D","1"
"2162",2208,"SimuhanbetovA","RT @kos7anov: Пригодится кому то))) http://t.co/841i6P17Yg","1"
"2163",2209,"_Tik_Tik_Boom","@lololenka ахаха,спасибо тебе:)Извините меня тупую,я просто не знала:D","1"
"2164",2210,"alexander_552","@sergeygalitskiy Форме ФК Краснодар -цвета Магнита и каманда Red BullS стала бы ещё популярнее))) Как Вы думаете ?","1"
"2165",2211,"self_destroying","@ansts_m я хочу продать билеты в краснодар и пойти в ростове)","1"
"2166",2212,"_3128985352292","@petrosyan_92 @igorg1975 Давно забил, не вытащишь)))","1"
"2167",2213,"razumeeeeva","""Какого черта?"" @lordtabington был рад меня видеть)","1"
"2168",2214,"Cingiz_Aliyarov","Стена одиноких носков в Бруклине. «В память о носках, которые потеряли свою вторую половину»)))))) http://t.co/0hVbGcchlA","1"
"2169",2215,"arxipova939393","Все идет очень плохо,но если я еще и загрущу,то все будет еще хуже!так что я лучше улыбнусь) http://t.co/HWMFjT9ujk","1"
"2170",2216,"utro_xuytro","исчезла на этот вечер ) всем заранее снов 

пы.сы. Если кому что нужно, ждите до завтра. Спасибо все дружно владу говорим","1"
"2171",2217,"_golubev","В моей  зачетке, в графе оценок, нет ничего меньше 93, и нет букв кроме А. Пусть так и остается в будущем:)","1"
"2172",2218,"megusta455","Ты очень очень красивая
Ты знаешь ,мне многие говорили ... — ого ого
спасибо большое )
но со многим я не соглашусь) http://t.co/KinChIggTE","1"
"2173",2219,"duchess_pear_","Лика отомстила, написав плохое слово на столе учительской. Хихи)","1"
"2174",2220,"97Karina4","@gilmutdinova_ а так кроссы вроде норм были,но он был очень страшный и странный:DD","1"
"2175",2221,"TEA_TO_LAMBERT","RT @1EdHenderson: @TEA_TO_LAMBERT о, этот его прекрасный ""женский"" голос :D","1"
"2176",2222,"FoxSmesharik","аах, Одесса)
папины девки)
P.S. я, мама, сестра)
давно былоо)
на отдыхе были,вроде 2011 год http://t.co/JuccFdnlHk","1"
"2177",2223,"dominate_by_all","Пополнение в семействе.Теперь @_getikova не будет говорить,что я отдаю предпочтение одному конкретному виду спорта ;) http://t.co/Y9nBQXT9ZT","1"
"2178",2224,"mortalezz","@G_Ramil @simply_mollie тоже обосновать не можешь? ) А как же плащ-палатка например? Плащей-палаток - не звучит вообще","1"
"2179",2225,"kipruss","RT @ehorohorin: Пятница чернее некуда, мои и не только мысли :) http://t.co/z8uvZArJvI #blackfriday2013","1"
"2180",2227,"yurchenkonika","декабрь-месяц, -3 на термометре. самое время для открытых туфель и балеток, да?)","1"
"2181",2228,"danki00","мне с тобой приятно общаться)) — =) http://t.co/jewrI5kO4b","1"
"2182",2229,"Olia999","@VRSoloviev @AVSoloviev Я прошу хоть не надолго...
Не знаю, почему у меня это вызвало такие ассоциации :)","1"
"2183",2230,"_loginova_","@_yeeeah_ не поняла к чему ты это написала, если честно)","1"
"2184",2231,"HelenBurst","RT @ManyaTweetcorn: @HelenBurst спасибо, что напомнила!!!))","1"
"2185",2232,"milashensk","Ни одной ошибки в 60 вопросах,лучший результат из 50 человек.ХА-ХА!!!СЪЕЛИ,ДА!?)","1"
"2186",2233,"NastyaKhmeleva","я помню димин сад. там вообще ничего не изменилось:D","1"
"2187",2234,"_Modern_Myth_","@HilariousMime напиши как потом, стоит смотреть или нет!)","1"
"2188",2235,"Not_match","Хотела найти,как мне доехать на Троещину.карта отправила меня в Париж!по моему это намек х) http://t.co/DErptJli2j","1"
"2189",2236,"nika_3084","@liiizkaaaaa ахах:) я бы рада была:):) но они хер выгонят её:):) #папины_бабки_порешают","1"
"2190",2237,"KseniD","Обожаю людей, которые в лицо улыбаются, а за глаза поливают тебя грязью. Счастья вам в жизни)","1"
"2191",2238,"baka_Allen","@kamibossu, у них не было, нит.. :D Ну, я не видел пока ни разу.
Не слушал.. Ну-ка.. Кинь пожалуйста пару названий песен у Суджу о.о","1"
"2192",2239,"sergii_d","Просто тролль 80 лвл :D 
Олег Ляшко троллит Россиян сыром и колбасой: http://t.co/dJmX0gj7Dc via @youtube","1"
"2193",2240,"fidigadexyl","RT @hovyjywyxyf: мудрость: Рот по интернету не закроешь=) http://t.co/alvB4a2fb6","1"
"2194",2241,"Nika_____Mirono","Сегодня погода просто класс,но блин поменьше бы ветра:)","1"
"2195",2242,"NERLEV","@adept67 @Sivaia_Kobyla Тоже мне друг! Даже кремлём !!! Поделиться не хочет !!! )))))","1"
"2196",2243,"ellena2014","""@konviserland: Ребзя, а как вы в ночи ворветесь в аппартаменты:
 а) в лоскуты;
б) на рогах;
в) в сопли ; 
г) на бровях"" вчера в кашу...","1"
"2197",2244,"Luiza_Galimova","У любимого дома:* фотки с проводов скидываю:* щас поедем:*","1"
"2198",2245,"ReneLavoieBeebe","Сегодня ходил отрабатывать два пропуска по физре, первой парой и третьей) Вобщем в конце первой пары препод сказал:""А должники остаются!""...","1"
"2199",2246,"AleksaArdeeva","@nikolaeva_yeah сегодня Бузова там магазин свой открыла)","1"
"2200",2247,"xysutydiwuvul","литературныц вечер с тортиком и чанм в темноте....)))","1"
"2201",2248,"duwacojosone","Офигенный день!
день позитива)
бегал как идиот целый день!
танцы офигенны, хоть я и ракал но мне очень понравилось!","1"
"2202",2249,"DashyliKostenko","играла сегодня с другом в волейбол и конечно же без травм не обошлось... теперь у меня красивый перебинтованный пальчик:D","1"
"2203",2250,"99Nastya0804","RT @Crazy_Mars_04: @99Nastya0804 пхаха это отдельная история:D","1"
"2204",2251,"Privet_lohi23","краснеешь,когда смущаешься? — очень сильно, я на помидор похожа, когда смущаюсь :D http://t.co/opGd3BVz74","1"
"2205",2252,"Ledorub","@s_mordvinov да, реальность была отличной от Тви и прочих соцсетей)","1"
"2206",2253,"freeheroine","Ну вот и начинается моя карьера вновь. С понедельника выхожу на обучение :)","1"
"2207",2254,"_MizukiChan_","Опа! А у нас тут, оказывается, ярмарка грядет^^ Надо узнать че-почем и участвовать)","1"
"2208",2255,"_we_crazy_","@lay_thoughts @Ri_lisina а можно вопрос?
Ты это где вообще отрыла? :D","1"
"2209",2256,"OrsooBaigal","@Erdenechimeg_L хаха гvшvvн ээ хаанахын эрvvлжvvлэхэд хоночвоо :-))","1"
"2210",2257,"stusha_mir","еще я хочу каминг-аут Ларри и их свадьбу. будем ждать кароч :-)","1"
"2211",2258,"Kseniya96ST","@ALU_DiReCtIoNeR 
ПРИВИИИТ))
СПАСИБО ЗА ФОЛЛОУ))
ДАВАЙ ЗНАКОМИТЬСЯ","1"
"2212",2259,"KseniyaAndreev8","Ой, бесовская одёжа, ой, искушение! ))) http://t.co/5XDP0jeLVn","1"
"2213",2260,"xvcathieis","@pekenyo @snow_alexa ребята +1 )) кому еще пожаловаться как не в твиттер","1"
"2214",2261,"KarmelitaFluger","@Joker_75rus @sammy_chita некогда там будет ""ныть""))  три серьезных суда и куча еще разных поручений от начальства..","1"
"2215",2262,"angelukr","Какой я умница, записывал разговор с уебанами из сервиса, иначе хуй бы забрал телефон в срок. Соснули, детишки?:)","1"
"2216",2263,"Skir_Lametan","RT @ponny1: 17) Именно так я и живу.
18)  Надеюсь,удовлетворила интерес всех.
19) А так конечно мне платит КГБ","1"
"2217",2264,"flopperGAY","@stripedfairy ты чем осветляешь то?и с какого цвета?х)","1"
"2218",2265,"NicoleElHarris","@Ju1ia15 @initialness я добавил, надеюсь поможет :D","1"
"2219",2266,"LianaAverina","RT @GREEN_DALEK1987: @LianaAverina ок давай:D молоток","1"
"2220",2267,"_Moe_more_","@Luna_Lynch Да не за что же :3 По английскому всё нормально?) Или училка не только накричала?","1"
"2221",2268,"Zadorozh_Anna","Сестра долго смеялась, а потом долго материлась на меня и Женю:D","1"
"2222",2269,"MusalovaAlina","@1864DAf537kC а я все думаю,что сегодня за день)поздравляю,Свет,ты давно этого хотела:*","1"
"2223",2270,"xvcathieis","не знаю что мне делать )) но спать и правда очень хочется )","1"
"2224",2271,"NKatalevskaya","сегодня на ужин крабовый салат, курица с ананасами и бутылочка красного сухого)))) праздник живота !","1"
"2225",2272,"MashaKvarc","Просто райская | Blackmill - Spirit of Life | , я люблю Пашу за нее :D:3","1"
"2226",2273,"DianaBayeva","а ты помогаешь родителям в домашних делах? — В основном да) http://t.co/IU0nFauHFb","1"
"2227",2274,"Redkin77","@LudmilaSadovaja или не говорит своих тайных видений)))","1"
"2228",2275,"BraginPawel","В 10 утра действуют скидки приходите и катайся в удовольствие ) 
Удачи )","1"
"2229",2276,"i_love_kot","@KotYanakot @hipstota_94 я с удовольствием, но завтра) пойдем в НетПроблемБар?) он завтра откроется) есть инфа, что меню - бомба просто)","1"
